billing_cycle_id,customer_segment,county,request_type,priority,request_status,service_request_count,affected_accounts,open_requests,in_progress_requests,closed_requests,cancelled_requests,critical_requests,high_priority_requests,medium_priority_requests,low_priority_requests
2024-01,Residential,SONOMA,Account Status Review,Low,In Progress,1,1,0,1,0,0,0,0,0,1
2024-01,Residential,SONOMA,Account Status Review,Medium,Closed,1,1,0,0,1,0,0,0,1,0
2024-01,Residential,SUTTER,Outage Follow Up,Low,Closed,1,1,0,0,1,0,0,0,0,1
2024-01,Residential,TUOLUMNE,Account Status Review,High,Closed,1,1,0,0,1,0,0,1,0,0
2024-01,Streetlighting,KERN,Meter Issue,Medium,In Progress,1,1,0,1,0,0,0,0,1,0
2024-01,Streetlighting,SAN JOAQUIN,Account Status Review,High,Closed,1,1,0,0,1,0,0,1,0,0
2024-01,"Transportation, Communications, & Utilities",SAN MATEO,Account Status Review,Medium,Open,1,1,1,0,0,0,0,0,1,0
2024-01,"Transportation, Communications, & Utilities",SANTA CLARA,Account Status Review,Low,Closed,1,1,0,0,1,0,0,0,0,1
2024-01,"Transportation, Communications, & Utilities",SANTA CLARA,Account Status Review,Medium,Closed,1,1,0,0,1,0,0,0,1,0
2024-02,Agriculture And Water Pumping,ALAMEDA,Account Status Review,Medium,Closed,1,1,0,0,1,0,0,0,1,0
2024-02,Agriculture And Water Pumping,ALAMEDA,Missing Read Investigation,Medium,Cancelled,1,1,0,0,0,1,0,0,1,0
2024-02,Agriculture And Water Pumping,FRESNO,Meter Issue,Low,Closed,1,1,0,0,1,0,0,0,0,1
2024-02,Agriculture And Water Pumping,KERN,Account Status Review,Low,Open,1,1,1,0,0,0,0,0,0,1
2024-02,Agriculture And Water Pumping,KERN,Account Status Review,Medium,In Progress,1,1,0,1,0,0,0,0,1,0
2024-02,Agriculture And Water Pumping,KINGS,Account Status Review,Medium,Closed,1,1,0,0,1,0,0,0,1,0
2024-02,Agriculture And Water Pumping,MERCED,Rate Plan Change,Low,Closed,1,1,0,0,1,0,0,0,0,1
2024-02,Commercial,ALAMEDA,Account Status Review,Low,Closed,2,2,0,0,2,0,0,0,0,2
2024-02,Commercial,ALAMEDA,Account Status Review,Low,Open,2,2,2,0,0,0,0,0,0,2
2024-02,Commercial,ALAMEDA,Account Status Review,Medium,Cancelled,1,1,0,0,0,1,0,0,1,0
2024-02,Commercial,ALAMEDA,Meter Data Investigation,Low,Open,1,1,1,0,0,0,0,0,0,1
2024-02,Commercial,ALAMEDA,Rate Plan Change,High,Closed,1,1,0,0,1,0,0,1,0,0
2024-02,Commercial,CONTRA COSTA,Account Status Review,Low,Closed,1,1,0,0,1,0,0,0,0,1
2024-02,Commercial,EL DORADO,Rate Plan Change,Low,In Progress,1,1,0,1,0,0,0,0,0,1
2024-02,Commercial,FRESNO,Meter Issue,Low,Closed,1,1,0,0,1,0,0,0,0,1
2024-02,Commercial,GLENN,Missing Read Investigation,High,In Progress,1,1,0,1,0,0,0,1,0,0
2024-02,Commercial,HUMBOLDT,Account Status Review,Low,In Progress,1,1,0,1,0,0,0,0,0,1
2024-02,Commercial,KERN,Account Status Review,Low,Closed,1,1,0,0,1,0,0,0,0,1
2024-02,Commercial,KERN,Account Status Review,Medium,Closed,1,1,0,0,1,0,0,0,1,0
2024-02,Commercial,KERN,Missing Read Investigation,Critical,In Progress,1,1,0,1,0,0,1,0,0,0
2024-02,Commercial,KERN,Missing Read Investigation,Low,Closed,1,1,0,0,1,0,0,0,0,1
2024-02,Commercial,KERN,Missing Read Investigation,Low,Open,1,1,1,0,0,0,0,0,0,1
2024-02,Commercial,KERN,Missing Read Investigation,Medium,Closed,1,1,0,0,1,0,0,0,1,0
2024-02,Commercial,MADERA,Account Status Review,Low,Closed,1,1,0,0,1,0,0,0,0,1
2024-02,Commercial,MERCED,Account Status Review,Medium,Open,1,1,1,0,0,0,0,0,1,0
2024-02,Commercial,MERCED,Meter Data Investigation,Critical,Closed,1,1,0,0,1,0,1,0,0,0
2024-02,Commercial,PLACER,Account Status Review,Medium,In Progress,1,1,0,1,0,0,0,0,1,0
2024-02,Commercial,SANTA BARBARA,Account Status Review,Low,Closed,1,1,0,0,1,0,0,0,0,1
2024-02,Commercial,SANTA CLARA,Account Status Review,High,Closed,1,1,0,0,1,0,0,1,0,0
2024-02,Commercial,SANTA CLARA,Account Status Review,Medium,Closed,1,1,0,0,1,0,0,0,1,0
2024-02,Commercial,SANTA CLARA,Account Status Review,Medium,In Progress,3,3,0,3,0,0,0,0,3,0
2024-02,Commercial,SANTA CLARA,High Bill Inquiry,Medium,Closed,1,1,0,0,1,0,0,0,1,0
2024-02,Commercial,SANTA CLARA,Meter Data Investigation,Low,In Progress,1,1,0,1,0,0,0,0,0,1
2024-02,Commercial,SANTA CLARA,Missing Read Investigation,Critical,Open,1,1,1,0,0,0,1,0,0,0
2024-02,Commercial,SANTA CLARA,Outage Follow Up,Medium,Open,1,1,1,0,0,0,0,0,1,0
2024-02,Commercial,SHASTA,Outage Follow Up,Medium,Closed,1,1,0,0,1,0,0,0,1,0
2024-02,Commercial,TUOLUMNE,Account Status Review,Low,In Progress,1,1,0,1,0,0,0,0,0,1
2024-02,Industrial,ALAMEDA,Account Status Review,Low,Closed,1,1,0,0,1,0,0,0,0,1
2024-02,Industrial,CALAVERAS,Account Status Review,Medium,Closed,1,1,0,0,1,0,0,0,1,0
2024-02,Industrial,CONTRA COSTA,Meter Issue,Medium,Open,1,1,1,0,0,0,0,0,1,0
2024-02,Industrial,FRESNO,Account Status Review,Medium,Closed,1,1,0,0,1,0,0,0,1,0
2024-02,Industrial,HUMBOLDT,Account Status Review,High,Open,1,1,1,0,0,0,0,1,0,0
2024-02,Industrial,KERN,Account Status Review,Medium,Open,1,1,1,0,0,0,0,0,1,0
2024-02,Industrial,KERN,Rate Plan Change,Medium,In Progress,1,1,0,1,0,0,0,0,1,0
2024-02,Industrial,PLACER,High Bill Inquiry,Medium,Cancelled,1,1,0,0,0,1,0,0,1,0
2024-02,Industrial,SAN FRANCISCO,Account Status Review,Medium,In Progress,1,1,0,1,0,0,0,0,1,0
2024-02,Industrial,SAN JOAQUIN,Account Status Review,Medium,Closed,1,1,0,0,1,0,0,0,1,0
2024-02,Mining,KERN,Meter Data Investigation,Medium,Open,1,1,1,0,0,0,0,0,1,0
2024-02,Residential,ALAMEDA,Account Status Review,Critical,In Progress,1,1,0,1,0,0,1,0,0,0
2024-02,Residential,ALAMEDA,Account Status Review,High,Closed,3,3,0,0,3,0,0,3,0,0
2024-02,Residential,ALAMEDA,Account Status Review,High,In Progress,2,2,0,2,0,0,0,2,0,0
2024-02,Residential,ALAMEDA,Account Status Review,High,Open,1,1,1,0,0,0,0,1,0,0
2024-02,Residential,ALAMEDA,Account Status Review,Low,Closed,1,1,0,0,1,0,0,0,0,1
2024-02,Residential,ALAMEDA,Account Status Review,Low,Open,2,2,2,0,0,0,0,0,0,2
2024-02,Residential,ALAMEDA,Account Status Review,Medium,Closed,5,5,0,0,5,0,0,0,5,0
2024-02,Residential,ALAMEDA,Account Status Review,Medium,Open,3,3,3,0,0,0,0,0,3,0
2024-02,Residential,ALAMEDA,High Bill Inquiry,Medium,Closed,1,1,0,0,1,0,0,0,1,0
2024-02,Residential,ALAMEDA,High Bill Inquiry,Medium,Open,1,1,1,0,0,0,0,0,1,0
2024-02,Residential,ALAMEDA,Meter Data Investigation,High,Closed,1,1,0,0,1,0,0,1,0,0
2024-02,Residential,ALAMEDA,Meter Data Investigation,Medium,Closed,1,1,0,0,1,0,0,0,1,0
2024-02,Residential,ALAMEDA,Missing Read Investigation,Critical,Open,1,1,1,0,0,0,1,0,0,0
2024-02,Residential,ALAMEDA,Missing Read Investigation,Medium,Closed,1,1,0,0,1,0,0,0,1,0
2024-02,Residential,AMADOR,Account Status Review,High,Closed,1,1,0,0,1,0,0,1,0,0
2024-02,Residential,BUTTE,Account Status Review,Low,In Progress,1,1,0,1,0,0,0,0,0,1
2024-02,Residential,BUTTE,Missing Read Investigation,Low,Closed,1,1,0,0,1,0,0,0,0,1
2024-02,Residential,CALAVERAS,Account Status Review,Critical,Closed,1,1,0,0,1,0,1,0,0,0
2024-02,Residential,COLUSA,Account Status Review,High,Closed,1,1,0,0,1,0,0,1,0,0
2024-02,Residential,CONTRA COSTA,Account Status Review,Critical,Open,1,1,1,0,0,0,1,0,0,0
2024-02,Residential,CONTRA COSTA,Account Status Review,High,Closed,2,2,0,0,2,0,0,2,0,0
