county,year,month,total_gwh,residential_gwh,nonresidential_gwh,month_start_date
CONTRA COSTA,2013,December,797.906556643,253.9466886,543.9598680429999,2013-12-01
CONTRA COSTA,2014,January,791.071970021,247.7641679,543.3078021210001,2014-01-01
CONTRA COSTA,2014,February,705.50214664,201.4110704,504.09107624000006,2014-02-01
CONTRA COSTA,2014,March,700.595537207,202.4132384,498.182298807,2014-03-01
CONTRA COSTA,2014,April,769.272251882,194.4379597,574.8342921819999,2014-04-01
CONTRA COSTA,2014,May,784.245473252,202.027951,582.2175222520001,2014-05-01
CONTRA COSTA,2014,June,832.845327018,233.4621377,599.3831893180001,2014-06-01
CONTRA COSTA,2014,July,915.055597881,269.9176355,645.137962381,2014-07-01
CONTRA COSTA,2014,August,865.526113669,271.9867973,593.539316369,2014-08-01
CONTRA COSTA,2014,September,850.356055796,242.5675735,607.788482296,2014-09-01
CONTRA COSTA,2014,October,818.3098286759999,237.9325778,580.377250876,2014-10-01
CONTRA COSTA,2014,November,668.39607226,179.2096703,489.18640196,2014-11-01
CONTRA COSTA,2014,December,849.043755405,233.4470328,615.596722605,2014-12-01
CONTRA COSTA,2015,January,799.623356318,245.454401,554.1689553180001,2015-01-01
CONTRA COSTA,2015,February,626.1434429,198.3580543,427.7853886,2015-02-01
CONTRA COSTA,2015,March,715.650417592,206.3332496,509.317167992,2015-03-01
CONTRA COSTA,2015,April,763.723725199,168.7247802,594.998944999,2015-04-01
CONTRA COSTA,2015,May,760.7098032910001,140.5114622,620.198341091,2015-05-01
CONTRA COSTA,2015,June,876.457985075,281.5462706,594.9117144749999,2015-06-01
CONTRA COSTA,2015,July,877.0443413959999,274.6978683,602.346473096,2015-07-01
CONTRA COSTA,2015,August,835.884820332,254.6543806,581.2304397319999,2015-08-01
CONTRA COSTA,2015,September,871.73848431,264.412691,607.32579331,2015-09-01
CONTRA COSTA,2015,October,813.660714604,232.6070163,581.053698304,2015-10-01
CONTRA COSTA,2015,November,714.2772676339999,185.6881632,528.589104434,2015-11-01
CONTRA COSTA,2015,December,811.8268290870001,254.5940388,557.2327902870001,2015-12-01
CONTRA COSTA,2016,January,775.70061072,251.9501671,523.7504436199999,2016-01-01
CONTRA COSTA,2016,February,729.627562596,203.6571654,525.970397196,2016-02-01
CONTRA COSTA,2016,March,802.179508375,216.9473797,585.232128675,2016-03-01
CONTRA COSTA,2016,April,756.849131779,186.0039761,570.845155679,2016-04-01
CONTRA COSTA,2016,May,759.62253515,191.8059777,567.81655745,2016-05-01
CONTRA COSTA,2016,June,845.2162474429999,246.9857087,598.230538743,2016-06-01
CONTRA COSTA,2016,July,876.4315708190001,267.1911534,609.240417419,2016-07-01
CONTRA COSTA,2016,August,908.903383893,277.4247012,631.4786826930001,2016-08-01
CONTRA COSTA,2016,September,837.721452042,234.2753924,603.446059642,2016-09-01
CONTRA COSTA,2016,October,767.502830058,208.1468234,559.3560066580001,2016-10-01
CONTRA COSTA,2016,November,721.764102312,189.8639435,531.900158812,2016-11-01
CONTRA COSTA,2016,December,787.1918036430001,239.6144496,547.577354043,2016-12-01
CONTRA COSTA,2017,January,815.070197902,259.2441896,555.826008302,2017-01-01
CONTRA COSTA,2017,February,676.864079142,212.186112,464.67796714200006,2017-02-01
CONTRA COSTA,2017,March,768.495792061,230.8715758,537.6242162609999,2017-03-01
CONTRA COSTA,2017,April,769.10092038,182.8020549,586.2988654800001,2017-04-01
CONTRA COSTA,2017,May,821.768462029,204.7706685,616.9977935289999,2017-05-01
CONTRA COSTA,2017,June,827.720437961,240.064672,587.655765961,2017-06-01
CONTRA COSTA,2017,July,866.20818449,288.0501499,578.15803459,2017-07-01
CONTRA COSTA,2017,August,922.945023518,299.7365885,623.208435018,2017-08-01
CONTRA COSTA,2017,September,874.495863688,282.4912747,592.004588988,2017-09-01
CONTRA COSTA,2017,October,795.334099487,212.8699918,582.4641076869999,2017-10-01
CONTRA COSTA,2017,November,729.307826192,190.2316948,539.076131392,2017-11-01
CONTRA COSTA,2017,December,786.123068402,232.0938409,554.029227502,2017-12-01
CONTRA COSTA,2018,January,803.6357579730001,244.8519406,558.7838173729999,2018-01-01
CONTRA COSTA,2018,February,732.550095064,207.572906,524.977189064,2018-02-01
CONTRA COSTA,2018,March,731.147189479,227.7978754,503.34931407899995,2018-03-01
CONTRA COSTA,2018,April,764.824029473,195.1788238,569.6452056730001,2018-04-01
CONTRA COSTA,2018,May,779.858943366,199.0785905,580.780352866,2018-05-01
CONTRA COSTA,2018,June,788.942002545,222.9330604,566.0089421449999,2018-06-01
CONTRA COSTA,2018,July,825.330028243,275.0978081,550.2322201430001,2018-07-01
CONTRA COSTA,2018,August,876.9399925619999,307.5097667,569.4302258619999,2018-08-01
CONTRA COSTA,2018,September,754.248331889,226.263551,527.984780889,2018-09-01
CONTRA COSTA,2018,October,741.734257091,211.7228936,530.011363491,2018-10-01
CONTRA COSTA,2018,November,675.235872319,191.6734237,483.56244861899995,2018-11-01
CONTRA COSTA,2018,December,733.670369885,229.6973775,503.972992385,2018-12-01
CONTRA COSTA,2019,January,815.6032544269999,257.3550946,558.2481598269999,2019-01-01
CONTRA COSTA,2019,February,742.767763727,213.9386917,528.829072027,2019-02-01
CONTRA COSTA,2019,March,789.166657817,234.5586543,554.6080035169999,2019-03-01
CONTRA COSTA,2019,April,729.263336304,193.9546433,535.308693004,2019-04-01
CONTRA COSTA,2019,May,780.446675852,198.8020509,581.6446249520001,2019-05-01
CONTRA COSTA,2019,June,794.638995464,232.9976679,561.641327564,2019-06-01
CONTRA COSTA,2019,July,824.983958754,262.2234054,562.760553354,2019-07-01
CONTRA COSTA,2019,August,901.99073004,292.9733594,609.0173706400001,2019-08-01
CONTRA COSTA,2019,September,865.9112256359999,273.2772397,592.6339859359999,2019-09-01
CONTRA COSTA,2019,October,802.496166161,226.342372,576.153794161,2019-10-01
CONTRA COSTA,2019,November,716.842320618,172.4142717,544.4280489180001,2019-11-01
CONTRA COSTA,2019,December,805.488080795,237.8607916,567.627289195,2019-12-01
CONTRA COSTA,2020,January,757.684734984,258.4898472,499.194887784,2020-01-01
CONTRA COSTA,2020,February,676.810402919,213.877019,462.933383919,2020-02-01
CONTRA COSTA,2020,March,656.836336321,214.6687303,442.167606021,2020-03-01
CONTRA COSTA,2020,April,729.716792949,224.8595588,504.85723414899996,2020-04-01
CONTRA COSTA,2020,May,648.85973292,221.6202373,427.23949562000007,2020-05-01
CONTRA COSTA,2020,June,721.626164357,276.6213918,445.004772557,2020-06-01
CONTRA COSTA,2020,July,763.317422942,305.2400646,458.07735834199997,2020-07-01
CONTRA COSTA,2020,August,754.5158316979999,309.0714538,445.44437789799997,2020-08-01
CONTRA COSTA,2020,September,777.858692217,330.3816083,447.477083917,2020-09-01
CONTRA COSTA,2020,October,727.604450756,282.0579261,445.5465246559999,2020-10-01
CONTRA COSTA,2020,November,597.006643217,207.1772437,389.829399517,2020-11-01
CONTRA COSTA,2020,December,670.7830423849999,271.9214583,398.86158408499995,2020-12-01
CONTRA COSTA,2021,January,669.831879524,264.129404,405.70247552399996,2021-01-01
CONTRA COSTA,2021,February,586.300239714,225.6436407,360.65659901400005,2021-02-01
CONTRA COSTA,2021,March,640.794051124,242.6891632,398.10488792399997,2021-03-01
CONTRA COSTA,2021,April,611.998115741,218.2428426,393.75527314100003,2021-04-01
CONTRA COSTA,2021,May,700.170185947,210.5809573,489.58922864699997,2021-05-01
CONTRA COSTA,2021,June,713.9312783400001,254.7957914,459.13548694,2021-06-01
CONTRA COSTA,2021,July,728.327858905,286.4602808,441.867578105,2021-07-01
CONTRA COSTA,2021,August,778.691006967,307.1278307,471.563176267,2021-08-01
CONTRA COSTA,2021,September,738.648577329,290.0126757,448.63590162900005,2021-09-01
CONTRA COSTA,2021,October,653.121352606,223.1794303,429.941922306,2021-10-01
CONTRA COSTA,2021,November,612.489400514,194.5520454,417.937355114,2021-11-01
CONTRA COSTA,2021,December,675.508474433,255.9999954,419.50847903299996,2021-12-01
CONTRA COSTA,2022,January,712.141952684,257.3158472,454.8261054839999,2022-01-01
CONTRA COSTA,2022,February,634.440813837,222.2891598,412.15165403700007,2022-02-01
CONTRA COSTA,2022,March,672.045000701,240.0987302,431.94627050099996,2022-03-01
CONTRA COSTA,2022,April,617.682690437,204.4997805,413.182909937,2022-04-01
CONTRA COSTA,2022,May,639.290434394,209.4736679,429.816766494,2022-05-01
CONTRA COSTA,2022,June,687.2958025460001,257.9605872,429.335215346,2022-06-01
CONTRA COSTA,2022,July,713.832880105,280.7997685,433.033111605,2022-07-01
CONTRA COSTA,2022,August,763.079783136,303.432408,459.647375136,2022-08-01
CONTRA COSTA,2022,September,767.424971688,311.0300747,456.39489698799997,2022-09-01
CONTRA COSTA,2022,October,676.855040261,222.3142341,454.540806161,2022-10-01
CONTRA COSTA,2022,November,604.984228965,202.7922683,402.191960665,2022-11-01
CONTRA COSTA,2022,December,686.486461981,254.0128411,432.473620881,2022-12-01
CONTRA COSTA,2023,January,679.704844982,271.1037435,408.60110148200005,2023-01-01
CONTRA COSTA,2023,February,618.500907814,229.2485796,389.25232821400004,2023-02-01
CONTRA COSTA,2023,March,679.0556384610001,262.0974259,416.95821256100004,2023-03-01
CONTRA COSTA,2023,April,638.467494902,219.350169,419.11732590199995,2023-04-01
CONTRA COSTA,2023,May,705.80045035,213.4982007,492.30224964999996,2023-05-01
CONTRA COSTA,2023,June,671.99618326,214.2789962,457.71718706,2023-06-01
CONTRA COSTA,2023,July,719.944810023,263.2137525,456.731057523,2023-07-01
CONTRA COSTA,2023,August,796.5857707519999,318.6161577,477.969613052,2023-08-01
CONTRA COSTA,2023,September,737.9982934100001,262.2472391,475.7510543100001,2023-09-01
CONTRA COSTA,2023,October,668.061289511,220.1994373,447.861852211,2023-10-01
CONTRA COSTA,2023,November,638.094916013,194.0575768,444.037339213,2023-11-01
CONTRA COSTA,2023,December,638.454681073,230.5756565,407.87902457300004,2023-12-01
CONTRA COSTA,2024,January,749.4579120550001,264.8032847,484.65462735500006,2024-01-01
CONTRA COSTA,2024,February,634.830857926,235.5601994,399.27065852600003,2024-02-01
CONTRA COSTA,2024,March,628.77655764,236.2538031,392.52275454000005,2024-03-01
CONTRA COSTA,2024,April,608.017060841,220.5175322,387.499528641,2024-04-01
CONTRA COSTA,2024,May,660.384513776,218.78832,441.59619377599995,2024-05-01
CONTRA COSTA,2024,June,745.975126545,242.8488337,503.12629284499997,2024-06-01
CONTRA COSTA,2024,July,846.709896369,351.6948853,495.015011069,2024-07-01
CONTRA COSTA,2024,August,823.293089781,324.383592,498.90949778099997,2024-08-01
CONTRA COSTA,2024,September,724.3934850569999,262.5243528,461.869132257,2024-09-01
CONTRA COSTA,2024,October,748.796495271,267.8682406,480.928254671,2024-10-01
CONTRA COSTA,2024,November,608.006163548,188.0783109,419.927852648,2024-11-01
CONTRA COSTA,2024,December,689.423796074,251.9226951,437.501100974,2024-12-01
DEL NORTE,2008,January,27.201668179000006,16.37348615,10.828182029,2008-01-01
DEL NORTE,2008,February,26.384623291,14.58861442,11.796008871,2008-02-01
DEL NORTE,2008,March,18.535323835,12.76333606,5.771987775,2008-03-01
DEL NORTE,2008,April,22.662025714000002,12.46293982,10.199085894,2008-04-01
DEL NORTE,2008,May,21.000315409000002,11.10414169,9.896173719,2008-05-01
DEL NORTE,2008,June,19.355133329,9.581570646,9.773562682999998,2008-06-01
DEL NORTE,2008,July,18.628887597,8.930488743,9.698398853999999,2008-07-01
DEL NORTE,2008,August,18.04667306,8.498076254,9.548596805999999,2008-08-01
DEL NORTE,2008,September,15.373365294000001,8.850535878,6.522829416000001,2008-09-01
DEL NORTE,2008,October,18.841865511,9.522630268,9.319235243,2008-10-01
DEL NORTE,2008,November,20.738774331,10.66160847,10.077165861,2008-11-01
DEL NORTE,2008,December,22.994137665,13.17116806,9.822969605,2008-12-01
DEL NORTE,2009,January,26.169610537,15.57677389,10.592836647,2009-01-01
DEL NORTE,2009,February,23.870877403999998,13.92499559,9.945881814000002,2009-02-01
DEL NORTE,2009,March,22.864462657,13.30499517,9.559467487,2009-03-01
DEL NORTE,2009,April,19.737391101,11.17425198,8.563139120999999,2009-04-01
DEL NORTE,2009,May,19.222698308,10.32538248,8.897315828,2009-05-01
DEL NORTE,2009,June,18.807596155,9.629504877,9.178091278,2009-06-01
DEL NORTE,2009,July,17.260424182,8.614317345,8.646106837,2009-07-01
DEL NORTE,2009,August,15.338500181999999,8.47370123,6.864798951999999,2009-08-01
DEL NORTE,2009,September,16.58554402,7.785304766,8.800239254,2009-09-01
DEL NORTE,2009,October,19.364760053,9.912454392,9.452305660999999,2009-10-01
DEL NORTE,2009,November,18.228309813000003,10.02099271,8.207317103,2009-11-01
DEL NORTE,2009,December,23.908043997,14.21392602,9.694117977000001,2009-12-01
DEL NORTE,2010,January,26.299664945,15.85506544,10.444599505,2010-01-01
DEL NORTE,2010,February,20.650041878,12.13998866,8.510053218,2010-02-01
DEL NORTE,2010,March,22.262305428,12.81337849,9.448926938000001,2010-03-01
DEL NORTE,2010,April,21.413912623999998,11.79480478,9.619107844,2010-04-01
DEL NORTE,2010,May,19.546340549,10.87280264,8.673537908999998,2010-05-01
DEL NORTE,2010,June,17.219912744,9.167916831,8.051995912999999,2010-06-01
DEL NORTE,2010,July,17.952065742,9.056120258,8.895945484000002,2010-07-01
DEL NORTE,2010,August,16.422260989,8.495429485,7.926831504000001,2010-08-01
DEL NORTE,2010,September,17.582864725,8.800143865,8.78272086,2010-09-01
DEL NORTE,2010,October,17.341581676999997,8.756526945,8.585054731999998,2010-10-01
DEL NORTE,2010,November,19.244198505,10.59164504,8.652553464999999,2010-11-01
DEL NORTE,2010,December,25.759867115,15.16949991,10.590367205000002,2010-12-01
DEL NORTE,2011,January,25.584336188,15.66261983,9.921716358,2011-01-01
DEL NORTE,2011,February,20.354387249000002,12.42499766,7.929389589,2011-02-01
DEL NORTE,2011,March,23.537561388,14.35835249,9.179208897999999,2011-03-01
DEL NORTE,2011,April,19.603860801,10.84757112,8.756289681,2011-04-01
DEL NORTE,2011,May,19.681650047,10.51151099,9.170139057000002,2011-05-01
DEL NORTE,2011,June,19.503200713000002,10.33112086,9.172079853,2011-06-01
DEL NORTE,2011,July,16.539692884,8.15778648,8.381906404,2011-07-01
DEL NORTE,2011,August,15.719936807,7.749291597,7.970645209999999,2011-08-01
DEL NORTE,2011,September,19.065140582,9.467402345,9.597738236999998,2011-09-01
DEL NORTE,2011,October,15.757256154,8.05117798,7.706078174000001,2011-10-01
DEL NORTE,2011,November,18.712057425,10.51193276,8.200124665,2011-11-01
DEL NORTE,2011,December,23.927021902,14.10708325,9.819938652000001,2011-12-01
DEL NORTE,2012,January,20.470014169,14.35580748,6.114206689000001,2012-01-01
DEL NORTE,2012,February,19.808536333,13.5677891,6.2407472330000004,2012-02-01
DEL NORTE,2012,March,18.875359173000003,12.8256352,6.049723973,2012-03-01
DEL NORTE,2012,April,22.040367775,11.7036533,10.336714474999999,2012-04-01
DEL NORTE,2012,May,20.650572233,9.645396127,11.005176106000004,2012-05-01
DEL NORTE,2012,June,18.121942975,8.525329403,9.596613571999999,2012-06-01
DEL NORTE,2012,July,16.172725274999998,9.635773816,6.536951459,2012-07-01
DEL NORTE,2012,August,12.39560818,7.418974998,4.976633182,2012-08-01
DEL NORTE,2012,September,13.547848334,8.140699241,5.407149093,2012-09-01
DEL NORTE,2012,October,19.394854897,8.63577467,10.759080226999998,2012-10-01
DEL NORTE,2012,November,20.760148824999998,10.11484376,10.645305065,2012-11-01
DEL NORTE,2012,December,25.477864165,13.17376947,12.304094695,2012-12-01
DEL NORTE,2013,January,24.161293113,15.48756769,8.673725423,2013-01-01
DEL NORTE,2013,February,20.80048682,12.964952,7.83553482,2013-02-01
DEL NORTE,2013,March,19.666147576,12.11309159,7.553055986,2013-03-01
DEL NORTE,2013,April,18.508980919000003,11.15950667,7.349474248999999,2013-04-01
DEL NORTE,2013,May,15.437839752,8.801958612,6.63588114,2013-05-01
DEL NORTE,2013,June,16.056318069,8.907518672,7.148799397,2013-06-01
DEL NORTE,2013,July,16.716773336,8.044660956,8.67211238,2013-07-01
DEL NORTE,2013,August,18.370399075999998,8.937263237,9.433135839,2013-08-01
DEL NORTE,2013,September,15.51553064,7.123447623,8.392083017,2013-09-01
DEL NORTE,2013,October,16.467921313,8.080579467,8.387341846000002,2013-10-01
DEL NORTE,2013,November,19.162284532,10.54762781,8.614656722000001,2013-11-01
DEL NORTE,2013,December,25.00996147,14.35546083,10.65450064,2013-12-01
DEL NORTE,2014,January,22.526225015,13.56678959,8.959435425,2014-01-01
DEL NORTE,2014,February,19.29410198,11.24738679,8.04671519,2014-02-01
DEL NORTE,2014,March,17.762605918000002,10.04907676,7.713529158,2014-03-01
DEL NORTE,2014,April,17.502994028,9.839464494,7.663529534,2014-04-01
DEL NORTE,2014,May,16.193405447,8.601445198,7.591960249,2014-05-01
DEL NORTE,2014,June,15.261391266,7.909493922,7.351897344,2014-06-01
DEL NORTE,2014,July,15.408964305,7.823820599,7.585143706,2014-07-01
DEL NORTE,2014,August,14.391735141,7.026209217,7.365525924,2014-08-01
DEL NORTE,2014,September,16.404011326,7.974269021,8.429742305,2014-09-01
DEL NORTE,2014,October,14.563465956999998,7.372227977,7.1912379799999995,2014-10-01
DEL NORTE,2014,November,14.436853593999999,7.88117079,6.555682803999999,2014-11-01
DEL NORTE,2014,December,19.487659632,10.80246984,8.685189792,2014-12-01
DEL NORTE,2015,January,22.820152785999998,13.74410281,9.076049976000002,2015-01-01
DEL NORTE,2015,February,18.250670636000002,10.44786783,7.802802806,2015-02-01
DEL NORTE,2015,March,16.728121197,9.432435295,7.295685902000001,2015-03-01
DEL NORTE,2015,April,18.093505022,10.3293486,7.764156422000001,2015-04-01
DEL NORTE,2015,May,16.566297543,8.990865358,7.575432185000001,2015-05-01
DEL NORTE,2015,June,15.84252272,8.315344281,7.527178439000001,2015-06-01
DEL NORTE,2015,July,15.884810977,7.979064233,7.905746744,2015-07-01
DEL NORTE,2015,August,15.178801553000001,7.349283047,7.829518505999999,2015-08-01
DEL NORTE,2015,September,16.133860908,7.962003739,8.171857168999999,2015-09-01
DEL NORTE,2015,October,14.901606031,7.588632231,7.312973799999999,2015-10-01
DEL NORTE,2015,November,18.484264760000002,10.20975448,8.27451028,2015-11-01
DEL NORTE,2015,December,22.815967691999997,13.76462091,9.051346782,2015-12-01
DEL NORTE,2016,January,20.884221557,12.68767006,8.196551497,2016-01-01
DEL NORTE,2016,February,19.397426699,11.57742872,7.819997979,2016-02-01
DEL NORTE,2016,March,18.647333933000002,10.7706405,7.876693433,2016-03-01
DEL NORTE,2016,April,16.397856331,9.099193747,7.298662584000001,2016-04-01
DEL NORTE,2016,May,14.786336261,7.955725102,6.830611159000001,2016-05-01
DEL NORTE,2016,June,16.158888916,8.274218043,7.884670872999999,2016-06-01
DEL NORTE,2016,July,15.788325602,7.623194162,8.16513144,2016-07-01
DEL NORTE,2016,August,14.452808967000001,6.991044704,7.461764263000001,2016-08-01
DEL NORTE,2016,September,16.274389736,8.01863608,8.255753656000001,2016-09-01
DEL NORTE,2016,October,15.212124656,8.080901658,7.131222998,2016-10-01
DEL NORTE,2016,November,16.276088043,9.007672117,7.268415925999999,2016-11-01
DEL NORTE,2016,December,20.230109655,12.21878948,8.011320175,2016-12-01
DEL NORTE,2017,January,27.032658554,17.04541815,9.987240404,2017-01-01
DEL NORTE,2017,February,18.828975388,11.44449659,7.384478798,2017-02-01
DEL NORTE,2017,March,20.054367558,12.01405589,8.040311668000001,2017-03-01
DEL NORTE,2017,April,18.173837011,10.73300085,7.440836161,2017-04-01
DEL NORTE,2017,May,15.595389264,8.643121004,6.95226826,2017-05-01
DEL NORTE,2017,June,16.006248519,8.614996893,7.391251626,2017-06-01
DEL NORTE,2017,July,15.03503126,7.526135322,7.508895938,2017-07-01
DEL NORTE,2017,August,14.962000401000001,7.258049672,7.703950729000001,2017-08-01
DEL NORTE,2017,September,14.531304294,7.05404012,7.477264174,2017-09-01
DEL NORTE,2017,October,14.935151996,7.893363084,7.0417889119999995,2017-10-01
DEL NORTE,2017,November,18.937167789,10.59892611,8.338241679,2017-11-01
DEL NORTE,2017,December,22.582759604,13.85566936,8.727090244000001,2017-12-01
DEL NORTE,2018,January,19.04958074,11.43412273,7.61545801,2018-01-01
DEL NORTE,2018,February,19.229879265,11.38292511,7.846954155000001,2018-02-01
DEL NORTE,2018,March,21.223322701,13.12275774,8.100564961,2018-03-01
DEL NORTE,2018,April,17.040261818,9.881038562,7.159223256,2018-04-01
DEL NORTE,2018,May,15.818804530999998,8.636304152,7.182500379,2018-05-01
DEL NORTE,2018,June,16.606280772999998,8.45793286,8.148347913,2018-06-01
DEL NORTE,2018,July,14.15158284,7.091512138,7.060070702000001,2018-07-01
DEL NORTE,2018,August,15.749699505,7.358569642,8.391129863,2018-08-01
DEL NORTE,2018,September,14.425141661000001,6.881938873,7.543202788,2018-09-01
DEL NORTE,2018,October,16.39497786,8.436773004,7.958204856,2018-10-01
DEL NORTE,2018,November,16.242982442,9.113860351,7.129122091,2018-11-01
DEL NORTE,2018,December,20.774280065,12.32263564,8.451644425,2018-12-01
DEL NORTE,2019,January,20.284607147,13.11912802,7.165479126999999,2019-01-01
DEL NORTE,2019,February,18.84449445,11.97431629,6.87017816,2019-02-01
DEL NORTE,2019,March,19.623156235,12.58992343,7.033232805000001,2019-03-01
DEL NORTE,2019,April,17.917914143,10.06375983,7.854154313,2019-04-01
DEL NORTE,2019,May,16.239319814,8.459781095,7.7795387190000005,2019-05-01
DEL NORTE,2019,June,15.961558492,8.238528303,7.723030188999999,2019-06-01
DEL NORTE,2019,July,15.810742054999999,7.538201662,8.272540393,2019-07-01
DEL NORTE,2019,August,15.336102399,7.029584356,8.306518043,2019-08-01
DEL NORTE,2019,September,15.251161854,7.004624943,8.246536911,2019-09-01
DEL NORTE,2019,October,15.169742394,7.793862831,7.375879563,2019-10-01
DEL NORTE,2019,November,17.112086629,9.463655832,7.648430797000001,2019-11-01
DEL NORTE,2019,December,22.273944832,13.67595706,8.597987771999998,2019-12-01
DEL NORTE,2020,January,21.084352672,12.51894363,8.565409042,2020-01-01
DEL NORTE,2020,February,19.420167545,11.76697453,7.653193015,2020-02-01
DEL NORTE,2020,March,18.749607425999997,11.40954595,7.340061476000001,2020-03-01
DEL NORTE,2020,April,17.761989493,10.95264451,6.809344982999999,2020-04-01
DEL NORTE,2020,May,15.412502437,9.03207766,6.380424777,2020-05-01
DEL NORTE,2020,June,14.678410749,8.391101688,6.287309061,2020-06-01
DEL NORTE,2020,July,14.238785189,7.570487656,6.668297533,2020-07-01
DEL NORTE,2020,August,15.631674085,7.794843434,7.836830651,2020-08-01
DEL NORTE,2020,September,14.758757224,7.549635751,7.209121472999999,2020-09-01
DEL NORTE,2020,October,14.739561128,7.735707497,7.003853631000001,2020-10-01
DEL NORTE,2020,November,16.792344036,9.707522173,7.084821862999999,2020-11-01
DEL NORTE,2020,December,21.703139003,13.86180851,7.841330493,2020-12-01
DEL NORTE,2021,January,21.107476847,13.42626362,7.6812132270000015,2021-01-01
DEL NORTE,2021,February,21.017291302,13.41592218,7.601369121999999,2021-02-01
DEL NORTE,2021,March,19.907993562,12.74732357,7.160669991999999,2021-03-01
DEL NORTE,2021,April,18.747041529,11.34174794,7.405293589,2021-04-01
DEL NORTE,2021,May,15.989099846,9.299746047,6.689353798999999,2021-05-01
DEL NORTE,2021,June,15.743968081,8.872445469,6.871522612,2021-06-01
DEL NORTE,2021,July,15.323315048,7.969003321,7.354311727,2021-07-01
DEL NORTE,2021,August,15.256850889,7.834740044,7.422110845,2021-08-01
DEL NORTE,2021,September,14.752428213,7.839444655,6.912983558,2021-09-01
DEL NORTE,2021,October,15.651608198000002,8.489701521,7.161906677,2021-10-01
DEL NORTE,2021,November,16.821446766999998,9.967000073,6.854446694,2021-11-01
DEL NORTE,2021,December,21.199846214999997,13.12968368,8.070162535,2021-12-01
DEL NORTE,2022,January,23.088245401000002,15.1222822,7.965963200999999,2022-01-01
DEL NORTE,2022,February,19.762762813,12.46807986,7.294682953000001,2022-02-01
DEL NORTE,2022,March,19.832436744,12.16762896,7.664807784,2022-03-01
DEL NORTE,2022,April,18.172329533,10.99252143,7.179808103,2022-04-01
DEL NORTE,2022,May,17.448976811,10.37762702,7.071349791,2022-05-01
DEL NORTE,2022,June,16.228292458,9.153585292,7.0747071660000005,2022-06-01
DEL NORTE,2022,July,15.083134557000001,8.039801496,7.043333061,2022-07-01
DEL NORTE,2022,August,15.036413622,7.520478087,7.5159355350000006,2022-08-01
DEL NORTE,2022,September,14.719758156,7.488823065,7.230935090999999,2022-09-01
DEL NORTE,2022,October,14.464551758,7.716020607,6.748531151000001,2022-10-01
DEL NORTE,2022,November,17.700455504,10.67406241,7.026393094,2022-11-01
DEL NORTE,2022,December,22.960116627,14.82285943,8.137257196999998,2022-12-01
DEL NORTE,2023,January,22.419465095,14.24852568,8.170939415,2023-01-01
DEL NORTE,2023,February,21.144600371000003,13.51269807,7.6319023009999984,2023-02-01
DEL NORTE,2023,March,22.704656908999997,14.58476408,8.119892829,2023-03-01
DEL NORTE,2023,April,20.535728987000002,12.92528757,7.6104414170000005,2023-04-01
DEL NORTE,2023,May,16.955276736,9.947617137,7.007659598999999,2023-05-01
DEL NORTE,2023,June,15.717933315999998,8.542568922,7.175364393999999,2023-06-01
DEL NORTE,2023,July,15.235816905,8.070932125,7.1648847799999995,2023-07-01
DEL NORTE,2023,August,13.937157452000001,6.984133771,6.953023681,2023-08-01
DEL NORTE,2023,September,13.005046077999998,6.634405466,6.370640612,2023-09-01
DEL NORTE,2023,October,13.817718656,7.64020934,6.177509316,2023-10-01
DEL NORTE,2023,November,16.375355915,9.785566811,6.589789104,2023-11-01
DEL NORTE,2023,December,20.222727033,12.51071147,7.7120155630000005,2023-12-01
DEL NORTE,2024,January,20.252548755,13.10814794,7.144400815,2024-01-01
DEL NORTE,2024,February,18.974689965,11.61885896,7.355831004999999,2024-02-01
DEL NORTE,2024,March,19.25978343,12.01708544,7.242697989999999,2024-03-01
DEL NORTE,2024,April,17.404098926,10.58780658,6.816292346,2024-04-01
DEL NORTE,2024,May,15.907882407,9.222673081,6.685209326000001,2024-05-01
DEL NORTE,2024,June,15.362020663000001,8.282098287,7.079922375999999,2024-06-01
DEL NORTE,2024,July,14.813433588,7.654198015,7.159235573,2024-07-01
DEL NORTE,2024,August,15.16283522,7.582027844,7.580807376,2024-08-01
DEL NORTE,2024,September,14.365242674000001,7.404095938,6.961146736000001,2024-09-01
DEL NORTE,2024,October,14.243788971999999,7.447354921,6.7964340509999985,2024-10-01
DEL NORTE,2024,November,16.589834291,9.719377195,6.870457096,2024-11-01
DEL NORTE,2024,December,21.26058869,13.46819824,7.79239045,2024-12-01
EL DORADO,2008,January,131.052700479,81.33342096,49.719279519000004,2008-01-01
EL DORADO,2008,February,107.44359368199999,69.55339606,37.890197621999995,2008-02-01
EL DORADO,2008,March,105.27019259299999,61.27266131,43.997531283,2008-03-01
EL DORADO,2008,April,97.824258364,57.32704867,40.497209694000006,2008-04-01
EL DORADO,2008,May,95.702487524,55.43492528,40.267562244,2008-05-01
EL DORADO,2008,June,99.77147039799999,57.68516501,42.086305388,2008-06-01
EL DORADO,2008,July,120.91863875500002,74.38414629,46.53449246500001,2008-07-01
EL DORADO,2008,August,113.805937744,67.85895843,45.94697931399999,2008-08-01
EL DORADO,2008,September,115.190282215,68.95544962,46.234832595,2008-09-01
EL DORADO,2008,October,96.692754833,55.27440707,41.41834776299999,2008-10-01
EL DORADO,2008,November,86.515294348,50.11645629,36.398838058,2008-11-01
