customer_id,customer_segment,county,customer_status,customer_start_date
CUST000202,Residential,SHASTA,Active,2023-09-20
CUST000203,Residential,SANTA BARBARA,Active,2016-10-12
CUST000204,Commercial,FRESNO,Active,2024-07-25
CUST000205,Residential,HUMBOLDT,Active,2017-06-04
CUST000206,Residential,MARIN,Active,2017-07-18
CUST000207,Residential,SAN JOAQUIN,Active,2019-10-11
CUST000208,Residential,KERN,Active,2022-11-22
CUST000209,Residential,MONTEREY,Active,2017-05-25
CUST000210,Residential,SANTA CLARA,Active,2017-07-30
CUST000211,Residential,NAPA,Inactive,2023-04-30
CUST000212,Residential,SANTA CLARA,Active,2018-08-01
CUST000213,Residential,ALAMEDA,Active,2016-07-25
CUST000214,Residential,MADERA,Active,2015-02-23
CUST000215,Residential,KERN,Active,2016-08-27
CUST000216,Residential,EL DORADO,Active,2015-11-21
CUST000217,Residential,KERN,Active,2023-04-06
CUST000218,Residential,SOLANO,Active,2024-08-30
CUST000219,Residential,SANTA CLARA,Active,2017-06-03
CUST000220,Commercial,CONTRA COSTA,Active,2015-09-22
CUST000221,Residential,ALAMEDA,Active,2016-01-17
CUST000222,Residential,KERN,Active,2018-05-21
CUST000223,Residential,SANTA CLARA,Inactive,2021-07-08
CUST000224,Residential,SAN MATEO,Active,2023-06-09
CUST000225,Residential,KERN,Active,2018-10-13
CUST000226,Residential,CONTRA COSTA,Active,2021-02-28
CUST000227,Agriculture And Water Pumping,SAN FRANCISCO,Active,2020-10-06
CUST000228,Residential,SONOMA,Active,2019-02-26
CUST000229,Commercial,SANTA CLARA,Active,2019-03-14
CUST000230,Residential,SAN LUIS OBISPO,Active,2019-11-27
CUST000231,Residential,FRESNO,Active,2024-01-08
CUST000232,Residential,KERN,Active,2024-06-02
CUST000233,Residential,FRESNO,Active,2024-07-21
CUST000234,Residential,KERN,Active,2016-06-30
CUST000235,Residential,KERN,Active,2017-05-20
CUST000236,Residential,CONTRA COSTA,Active,2020-11-20
CUST000237,Residential,FRESNO,Active,2023-11-07
CUST000238,Residential,FRESNO,Active,2018-05-08
CUST000239,Residential,CONTRA COSTA,Active,2023-11-06
CUST000240,Residential,SAN MATEO,Active,2017-05-14
CUST000241,Industrial,HUMBOLDT,Active,2023-10-13
CUST000242,Agriculture And Water Pumping,KERN,Active,2020-05-19
CUST000243,Commercial,KERN,Active,2016-02-02
CUST000244,Residential,CALAVERAS,Active,2019-10-28
CUST000245,Residential,FRESNO,Active,2016-01-27
CUST000246,Industrial,SAN FRANCISCO,Inactive,2020-11-23
CUST000247,Residential,SAN JOAQUIN,Active,2019-06-01
CUST000248,Agriculture And Water Pumping,MONTEREY,Active,2017-12-13
CUST000249,Agriculture And Water Pumping,KERN,Pending Close,2018-07-24
CUST000250,Commercial,KERN,Active,2020-11-28
CUST000251,Residential,KERN,Active,2021-03-21
CUST000252,Residential,KINGS,Active,2020-10-23
CUST000253,Commercial,FRESNO,Active,2021-12-28
CUST000254,Residential,SANTA CLARA,Active,2023-06-13
CUST000255,Residential,MONTEREY,Active,2022-09-18
CUST000256,Residential,KERN,Active,2021-12-04
CUST000257,Industrial,CONTRA COSTA,Active,2023-12-05
CUST000258,Residential,SAN FRANCISCO,Active,2015-12-30
CUST000259,Residential,KERN,Active,2021-04-05
CUST000260,Residential,MONTEREY,Active,2018-11-25
CUST000261,Residential,SANTA CLARA,Active,2017-04-25
CUST000262,Mining,SAN JOAQUIN,Active,2023-04-21
CUST000263,Residential,SAN FRANCISCO,Active,2018-08-20
CUST000264,Residential,CONTRA COSTA,Inactive,2023-08-29
CUST000265,Commercial,KINGS,Active,2016-01-27
CUST000266,Residential,KERN,Active,2023-11-30
CUST000267,Residential,ALAMEDA,Active,2017-11-06
CUST000268,Residential,KERN,Active,2023-04-01
CUST000269,Residential,BUTTE,Active,2020-08-21
CUST000270,Residential,ALAMEDA,Active,2023-11-12
CUST000271,Commercial,SANTA CLARA,Active,2020-08-08
CUST000272,Commercial,SANTA CLARA,Active,2015-05-26
CUST000273,Commercial,ALAMEDA,Inactive,2018-07-29
CUST000274,Commercial,MERCED,Active,2019-04-22
CUST000275,Residential,KERN,Active,2021-01-25
CUST000276,Residential,SANTA CLARA,Active,2022-12-04
CUST000277,Commercial,SANTA CLARA,Active,2021-01-26
CUST000278,Residential,ALAMEDA,Active,2020-07-25
CUST000279,Residential,SUTTER,Active,2017-02-03
CUST000280,Commercial,SAN MATEO,Active,2018-10-01
CUST000281,Commercial,SHASTA,Active,2016-05-13
CUST000282,Residential,KERN,Active,2024-09-01
CUST000283,Residential,SANTA CLARA,Active,2024-03-22
CUST000284,Residential,SONOMA,Active,2020-05-20
CUST000285,Residential,KERN,Active,2018-03-11
CUST000286,Residential,FRESNO,Active,2023-01-23
CUST000287,Residential,SHASTA,Active,2019-10-27
CUST000288,Residential,CONTRA COSTA,Active,2023-07-22
CUST000289,Residential,SANTA CLARA,Active,2015-04-28
CUST000290,Residential,FRESNO,Active,2015-12-31
CUST000291,Residential,ALAMEDA,Active,2020-06-04
CUST000292,Residential,SANTA CLARA,Active,2015-05-16
CUST000293,Commercial,CONTRA COSTA,Active,2024-07-17
CUST000294,Residential,CONTRA COSTA,Active,2018-01-05
CUST000295,Residential,MERCED,Active,2020-02-15
CUST000296,Residential,SANTA CLARA,Inactive,2022-02-17
CUST000297,Residential,KERN,Active,2015-01-18
CUST000298,Residential,SAN LUIS OBISPO,Active,2020-03-05
CUST000299,Residential,KERN,Active,2021-09-16
CUST000300,Residential,CONTRA COSTA,Active,2015-07-24
CUST000301,Residential,MERCED,Active,2016-05-13
CUST000302,Residential,CONTRA COSTA,Active,2021-06-29
CUST000303,Residential,MADERA,Active,2016-08-17
CUST000304,Residential,SONOMA,Pending Close,2016-07-15
CUST000305,Residential,KERN,Active,2018-07-28
CUST000306,"Transportation, Communications, & Utilities",PLACER,Active,2023-11-12
CUST000307,Residential,KERN,Active,2024-01-28
CUST000308,Residential,KERN,Active,2021-12-01
CUST000309,Commercial,SONOMA,Active,2021-01-20
CUST000310,Residential,SONOMA,Active,2021-06-29
CUST000311,Residential,SAN MATEO,Inactive,2024-12-18
CUST000312,Residential,EL DORADO,Active,2022-02-11
CUST000313,Residential,YOLO,Inactive,2022-11-18
CUST000314,Agriculture And Water Pumping,KINGS,Active,2016-10-01
CUST000315,Commercial,KERN,Active,2020-04-10
CUST000316,Residential,KERN,Active,2022-05-05
CUST000317,Residential,ALAMEDA,Active,2022-09-07
CUST000318,Residential,LAKE,Active,2021-03-05
CUST000319,Residential,SANTA CLARA,Active,2015-11-11
CUST000320,Residential,SAN FRANCISCO,Active,2021-06-09
CUST000321,Residential,ALAMEDA,Active,2017-06-19
CUST000322,Residential,ALAMEDA,Active,2021-04-05
CUST000323,Residential,KERN,Inactive,2019-10-17
CUST000324,Residential,YUBA,Active,2017-03-14
CUST000325,Agriculture And Water Pumping,CONTRA COSTA,Active,2024-01-09
CUST000326,Residential,SAN FRANCISCO,Active,2023-08-26
CUST000327,Residential,SANTA CLARA,Active,2019-04-10
CUST000328,Residential,SANTA CLARA,Active,2018-12-23
CUST000329,Residential,KERN,Active,2018-05-28
CUST000330,Residential,KERN,Active,2021-05-11
CUST000331,Residential,ALAMEDA,Active,2019-07-29
CUST000332,Residential,ALAMEDA,Active,2020-07-20
CUST000333,Residential,SANTA CLARA,Active,2023-03-21
CUST000334,Residential,ALAMEDA,Active,2019-11-04
CUST000335,Residential,KINGS,Active,2020-06-23
CUST000336,Residential,PLUMAS,Active,2017-12-25
CUST000337,Commercial,SAN MATEO,Active,2018-12-17
CUST000338,Residential,SAN FRANCISCO,Active,2021-04-21
CUST000339,Residential,CALAVERAS,Active,2020-12-12
CUST000340,Residential,CONTRA COSTA,Active,2018-03-15
CUST000341,Residential,SAN JOAQUIN,Active,2016-09-06
CUST000342,Residential,NAPA,Active,2021-08-29
CUST000343,Residential,SANTA CLARA,Active,2021-10-30
CUST000344,Residential,SANTA CLARA,Active,2016-01-22
CUST000345,Residential,KINGS,Active,2021-08-27
CUST000346,Residential,PLACER,Active,2024-03-02
CUST000347,Residential,CONTRA COSTA,Active,2018-11-06
CUST000348,Residential,ALAMEDA,Active,2015-05-04
CUST000349,Residential,KERN,Active,2024-02-21
CUST000350,Residential,FRESNO,Active,2019-12-19
CUST000351,Residential,SOLANO,Active,2023-09-18
CUST000352,Commercial,YUBA,Active,2024-06-14
CUST000353,Residential,ALAMEDA,Active,2019-06-13
CUST000354,Residential,PLACER,Active,2018-03-27
CUST000355,Residential,PLACER,Active,2016-12-28
CUST000356,Residential,KERN,Active,2023-01-22
CUST000357,Residential,SANTA CLARA,Active,2024-11-28
CUST000358,Residential,HUMBOLDT,Active,2018-02-15
CUST000359,Industrial,BUTTE,Active,2021-07-03
CUST000360,Residential,KERN,Active,2022-07-04
CUST000361,Residential,SAN LUIS OBISPO,Active,2023-08-06
CUST000362,Residential,SANTA CLARA,Active,2024-08-06
CUST000363,Residential,SAN FRANCISCO,Inactive,2015-12-25
CUST000364,Residential,FRESNO,Active,2023-05-09
CUST000365,Industrial,PLACER,Active,2022-10-15
CUST000366,Residential,SHASTA,Active,2016-03-18
CUST000367,Agriculture And Water Pumping,EL DORADO,Active,2021-01-20
CUST000368,Commercial,MARIN,Active,2017-08-30
CUST000369,Residential,MERCED,Active,2015-12-27
CUST000370,Residential,SANTA CLARA,Active,2022-03-17
CUST000371,Residential,KERN,Active,2023-09-26
CUST000372,Residential,SAN MATEO,Active,2017-05-02
CUST000373,Residential,KERN,Active,2023-05-17
CUST000374,Residential,MERCED,Active,2023-12-11
CUST000375,Residential,KERN,Pending Close,2019-06-13
CUST000376,Residential,MERCED,Active,2019-05-31
CUST000377,Commercial,SAN FRANCISCO,Active,2019-10-23
CUST000378,Residential,SAN MATEO,Active,2017-10-20
CUST000379,Commercial,SAN JOAQUIN,Active,2020-03-22
CUST000380,Residential,ALAMEDA,Active,2020-04-14
CUST000381,Residential,SANTA CLARA,Active,2015-08-29
CUST000382,Residential,KERN,Active,2024-10-20
CUST000383,Residential,ALAMEDA,Active,2016-10-27
CUST000384,Commercial,CONTRA COSTA,Active,2022-02-25
CUST000385,Residential,SANTA BARBARA,Active,2018-03-11
CUST000386,Commercial,KERN,Active,2022-11-19
CUST000387,Residential,KERN,Active,2017-09-02
CUST000388,Residential,KINGS,Inactive,2020-08-01
CUST000389,Residential,SAN FRANCISCO,Active,2020-09-09
CUST000390,Commercial,MONTEREY,Active,2015-08-11
CUST000391,Mining,SANTA CLARA,Active,2020-01-02
CUST000392,Residential,SAN FRANCISCO,Active,2021-05-02
CUST000393,Residential,MONTEREY,Active,2018-07-29
CUST000394,Residential,SAN FRANCISCO,Active,2017-02-26
CUST000395,Residential,FRESNO,Active,2021-08-25
CUST000396,Industrial,MARIN,Active,2016-07-09
CUST000397,Commercial,SANTA CLARA,Active,2020-10-10
CUST000398,Residential,KERN,Active,2022-07-23
CUST000399,Residential,KERN,Active,2017-04-26
CUST000400,Residential,MONTEREY,Active,2022-01-12
CUST000401,Residential,ALAMEDA,Active,2017-12-30
CUST000402,Commercial,KINGS,Active,2022-04-03
CUST000403,Residential,LAKE,Active,2019-04-09
CUST000404,Commercial,ALAMEDA,Active,2015-05-20
CUST000405,Residential,SAN MATEO,Inactive,2024-04-10
CUST000406,Commercial,SONOMA,Active,2018-09-25
CUST000407,Residential,KINGS,Active,2016-08-12
CUST000408,Residential,KERN,Active,2019-10-16
CUST000409,Commercial,ALAMEDA,Active,2022-01-19
CUST000410,Residential,PLACER,Active,2016-06-24
CUST000411,Residential,FRESNO,Active,2024-07-19
CUST000412,Agriculture And Water Pumping,ALAMEDA,Active,2024-09-08
CUST000413,Agriculture And Water Pumping,SOLANO,Active,2021-08-19
CUST000414,Residential,CONTRA COSTA,Active,2015-10-18
CUST000415,Residential,CONTRA COSTA,Active,2020-09-21
CUST000416,Residential,KERN,Active,2023-07-22
CUST000417,Residential,SAN MATEO,Active,2018-06-09
CUST000418,Residential,ALAMEDA,Active,2018-05-20
CUST000419,Residential,KERN,Active,2015-01-08
CUST000420,Residential,ALAMEDA,Active,2019-07-16
CUST000421,Residential,SANTA CLARA,Active,2016-04-27
CUST000422,Residential,ALAMEDA,Active,2020-09-20
CUST000423,Residential,KINGS,Active,2015-11-29
CUST000424,Residential,KERN,Active,2018-06-10
CUST000425,Residential,KERN,Active,2023-08-08
CUST000426,Residential,SAN FRANCISCO,Active,2017-11-05
CUST000427,Residential,SHASTA,Active,2020-10-17
CUST000428,Commercial,ALAMEDA,Active,2020-10-01
CUST000429,Residential,FRESNO,Active,2016-11-15
CUST000430,Residential,FRESNO,Active,2017-09-20
CUST000431,Residential,EL DORADO,Active,2019-12-03
CUST000432,Residential,SANTA CLARA,Active,2024-06-12
CUST000433,Residential,FRESNO,Active,2019-12-30
CUST000434,Residential,CONTRA COSTA,Active,2024-09-04
CUST000435,Residential,SAN LUIS OBISPO,Active,2022-01-18
CUST000436,Residential,SOLANO,Active,2019-12-11
CUST000437,Residential,SANTA CLARA,Active,2019-08-30
CUST000438,Commercial,SAN JOAQUIN,Active,2015-03-04
CUST000439,Residential,CONTRA COSTA,Active,2015-09-18
CUST000440,Residential,SAN JOAQUIN,Active,2024-10-11
CUST000441,Residential,KERN,Active,2023-09-28
CUST000442,"Transportation, Communications, & Utilities",SANTA CLARA,Active,2017-05-07
CUST000443,Residential,SANTA CLARA,Active,2018-06-17
CUST000444,Residential,NAPA,Inactive,2019-01-28
CUST000445,Commercial,CONTRA COSTA,Active,2018-02-04
CUST000446,Industrial,SANTA CLARA,Active,2020-07-23
CUST000447,"Transportation, Communications, & Utilities",SAN MATEO,Active,2015-06-29
CUST000448,Residential,SANTA CRUZ,Active,2023-06-15
CUST000449,Residential,SAN FRANCISCO,Active,2015-12-21
CUST000450,Residential,SANTA CLARA,Pending Close,2017-07-22
CUST000451,Residential,ALAMEDA,Active,2024-04-03
CUST000452,Residential,ALAMEDA,Inactive,2022-08-06
CUST000453,Residential,SANTA CLARA,Active,2016-08-11
CUST000454,Commercial,KERN,Active,2019-10-27
CUST000455,Residential,FRESNO,Active,2016-08-27
CUST000456,Residential,SANTA CLARA,Active,2021-02-06
CUST000457,Residential,SAN MATEO,Active,2015-06-23
CUST000458,Residential,KERN,Active,2021-07-29
CUST000459,Residential,HUMBOLDT,Active,2015-12-20
CUST000460,Residential,NAPA,Active,2024-01-04
CUST000461,Residential,SAN JOAQUIN,Active,2018-08-31
CUST000462,Residential,ALAMEDA,Active,2016-03-09
CUST000463,Residential,CONTRA COSTA,Inactive,2023-01-31
CUST000464,Residential,ALAMEDA,Active,2021-05-18
CUST000465,Agriculture And Water Pumping,ALAMEDA,Active,2015-09-16
CUST000466,Residential,KERN,Active,2017-05-17
CUST000467,Residential,MERCED,Active,2022-02-19
CUST000468,Commercial,BUTTE,Active,2020-08-14
CUST000469,Residential,SAN JOAQUIN,Active,2024-12-24
CUST000470,Agriculture And Water Pumping,SAN MATEO,Active,2020-06-26
CUST000471,Residential,FRESNO,Active,2016-08-18
CUST000472,Agriculture And Water Pumping,ALAMEDA,Active,2019-07-27
CUST000473,Residential,CONTRA COSTA,Active,2016-01-29
CUST000474,Commercial,FRESNO,Active,2015-12-02
CUST000475,Residential,CONTRA COSTA,Active,2020-10-11
CUST000476,Mining,KERN,Active,2015-02-13
CUST000477,Residential,ALAMEDA,Active,2021-01-09
CUST000478,Residential,FRESNO,Active,2017-05-03
CUST000479,Agriculture And Water Pumping,MERCED,Active,2023-11-02
CUST000480,Residential,ALAMEDA,Active,2024-09-19
CUST000481,Residential,SAN JOAQUIN,Active,2015-10-02
CUST000482,Residential,ALAMEDA,Active,2024-05-22
CUST000483,Residential,KERN,Active,2016-03-01
CUST000484,Residential,SOLANO,Active,2024-11-12
CUST000485,Residential,FRESNO,Active,2016-04-27
CUST000486,Commercial,SHASTA,Active,2015-08-02
CUST000487,Residential,SANTA CLARA,Active,2020-10-27
CUST000488,Residential,FRESNO,Active,2015-05-19
CUST000489,Agriculture And Water Pumping,EL DORADO,Active,2017-08-07
CUST000490,Commercial,YOLO,Active,2015-04-08
CUST000491,Residential,SANTA CLARA,Active,2016-10-25
CUST000492,Residential,MADERA,Active,2021-02-23
CUST000493,Residential,SAN FRANCISCO,Active,2022-10-03
CUST000494,Residential,ALAMEDA,Active,2021-01-12
CUST000495,Residential,KERN,Active,2017-12-09
CUST000496,Residential,SAN MATEO,Active,2016-04-23
CUST000497,Residential,SAN FRANCISCO,Active,2021-03-25
